filename,report_title,section,sentence,label,units,predictedlabel
wasde0523.xls,WASDE - 636,OILSEEDS,"With projected weaker growth for China and EU soybean imports, coupled with record South American supplies, the U.S. share of global exports is expected to decline.",P,"With projected weaker growth for China and EU soybean imports,",e
wasde0523.xls,WASDE - 636,OILSEEDS,"With projected weaker growth for China and EU soybean imports, coupled with record South American supplies, the U.S. share of global exports is expected to decline.",P,"coupled with record South American supplies,",e
wasde0523.xls,WASDE - 636,OILSEEDS,"With projected weaker growth for China and EU soybean imports, coupled with record South American supplies, the U.S. share of global exports is expected to decline.",C,the U.S. share of global exports is expected to decline.,c
wasde0720.xls,WASDE - 602,OILSEEDS,"With projections for exports unchanged, 2020/21 soybean ending stocks are increased 30 million bushels to 425 million.",P,"With projections for exports unchanged,",e
wasde0720.xls,WASDE - 602,OILSEEDS,"With projections for exports unchanged, 2020/21 soybean ending stocks are increased 30 million bushels to 425 million.",C,2020/21 soybean ending stocks are increased 30 million bushels to 425 million.,e
wasde1120.xls,WASDE - 606,OILSEEDS,"With reduced production, soybean ending stocks are projected at 190 million bushels, down 100 million from last month.",P,"With reduced production,",p
wasde1120.xls,WASDE - 606,OILSEEDS,"With reduced production, soybean ending stocks are projected at 190 million bushels, down 100 million from last month.",C,"soybean ending stocks are projected at 190 million bushels,",e
wasde1120.xls,WASDE - 606,OILSEEDS,"With reduced production, soybean ending stocks are projected at 190 million bushels, down 100 million from last month.",E,down 100 million from last month.,e
wasde0622.xls,WASDE - 625,OILSEEDS,"With reduced supplies for 2022/23 and no use changes, soybean ending stocks are projected at 280 million bushels, down 30 million.",P,With reduced supplies for 2022/23,e
wasde0622.xls,WASDE - 625,OILSEEDS,"With reduced supplies for 2022/23 and no use changes, soybean ending stocks are projected at 280 million bushels, down 30 million.",P,"and no use changes,",e
wasde0622.xls,WASDE - 625,OILSEEDS,"With reduced supplies for 2022/23 and no use changes, soybean ending stocks are projected at 280 million bushels, down 30 million.",C,"soybean ending stocks are projected at 280 million bushels,",e
wasde0622.xls,WASDE - 625,OILSEEDS,"With reduced supplies for 2022/23 and no use changes, soybean ending stocks are projected at 280 million bushels, down 30 million.",E,down 30 million.,e
wasde1222.xls,WASDE - 631,OILSEEDS,"With reduced use of soybean oil for biofuel and exports, food use and ending stocks are raised.",P,"With reduced use of soybean oil for biofuel and exports,",e
wasde1222.xls,WASDE - 631,OILSEEDS,"With reduced use of soybean oil for biofuel and exports, food use and ending stocks are raised.",C,food use and ending stocks are raised.,c
wasde0420.xls,WASDE - 599,COTTON,"With relatively small increases in beginning stocks and production this month, 2019/20 expected ending stocks are 7.9 million bales higher than estimated in March, and 11.0 million bales higher than the year before.",P,"With relatively small increases in beginning stocks and production this month,",e
wasde0420.xls,WASDE - 599,COTTON,"With relatively small increases in beginning stocks and production this month, 2019/20 expected ending stocks are 7.9 million bales higher than estimated in March, and 11.0 million bales higher than the year before.",C,"2019/20 expected ending stocks are 7.9 million bales higher than estimated in March,",e
wasde0420.xls,WASDE - 599,COTTON,"With relatively small increases in beginning stocks and production this month, 2019/20 expected ending stocks are 7.9 million bales higher than estimated in March, and 11.0 million bales higher than the year before.",E,and 11.0 million bales higher than the year before.,e
wasde0323.xls,WASDE - 634,OILSEEDS,"With relatively strong domestic demand for soybean oil limiting export competitiveness, U.S. soybean oil exports are reduced 200 million pounds to a historically low 500 million.",P,"With relatively strong domestic demand for soybean oil limiting export competitiveness,",p
wasde0323.xls,WASDE - 634,OILSEEDS,"With relatively strong domestic demand for soybean oil limiting export competitiveness, U.S. soybean oil exports are reduced 200 million pounds to a historically low 500 million.",C,U.S. soybean oil exports are reduced 200 million pounds to a historically low 500 million.,e
wasde0322.xls,WASDE - 622,OILSEEDS,"With rising soybean oil prices, soybean oil used for biofuel is reduced this month.",P,"With rising soybean oil prices,",e
wasde0322.xls,WASDE - 622,OILSEEDS,"With rising soybean oil prices, soybean oil used for biofuel is reduced this month.",C,soybean oil used for biofuel is reduced this month.,c
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",P,"With slightly higher beginning stocks,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",P,"lower global production,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",P,"and relatively small changes to use in 2024/25,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",C,global soybean stocks are reduced 0.1 million tons to 127.8 million,e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",E,"on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly higher beginning stocks, lower global production, and relatively small changes to use in 2024/25, global soybean stocks are reduced 0.1 million tons to 127.8 million on lower stocks for Argentina, Brazil, Paraguay, Russia, the EU, and the United States, mostly offset by higher stocks for China.",P,mostly offset by higher stocks for China.,e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly lower beginning stocks, reduced production, and unchanged use, ending stocks for 2024/25 are projected at 435 million bushels, down 20 million from last month.",P,"With slightly lower beginning stocks,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly lower beginning stocks, reduced production, and unchanged use, ending stocks for 2024/25 are projected at 435 million bushels, down 20 million from last month.",P,"reduced production,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly lower beginning stocks, reduced production, and unchanged use, ending stocks for 2024/25 are projected at 435 million bushels, down 20 million from last month.",P,"and unchanged use,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly lower beginning stocks, reduced production, and unchanged use, ending stocks for 2024/25 are projected at 435 million bushels, down 20 million from last month.",C,"ending stocks for 2024/25 are projected at 435 million bushels,",e
wasde0724.xls,WASDE - 650,OILSEEDS,"With slightly lower beginning stocks, reduced production, and unchanged use, ending stocks for 2024/25 are projected at 435 million bushels, down 20 million from last month.",E,down 20 million from last month.,e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"With slightly lower beginning stocks, soybean supplies are projected at 4.89 billion bushels, up 4 percent from 2021/22.",P,"With slightly lower beginning stocks,",e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"With slightly lower beginning stocks, soybean supplies are projected at 4.89 billion bushels, up 4 percent from 2021/22.",C,"soybean supplies are projected at 4.89 billion bushels,",e
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,OILSEEDS,"With slightly lower beginning stocks, soybean supplies are projected at 4.89 billion bushels, up 4 percent from 2021/22.",E,up 4 percent from 2021/22.,e
wasde0124.xls,WASDE - 644,OILSEEDS,"With slightly lower beginning stocks, soybean supplies are up 31 million bushels from last month.",P,"With slightly lower beginning stocks,",e
wasde0124.xls,WASDE - 644,OILSEEDS,"With slightly lower beginning stocks, soybean supplies are up 31 million bushels from last month.",C,soybean supplies are up 31 million bushels from last month.,e
wasde1020.xls,WASDE - 605,OILSEEDS,"With smaller supplies and increased exports, ending stocks are projected at 290 million bushels, down 170 million from last month.",P,"With smaller supplies and increased exports,",p
wasde1020.xls,WASDE - 605,OILSEEDS,"With smaller supplies and increased exports, ending stocks are projected at 290 million bushels, down 170 million from last month.",C,"ending stocks are projected at 290 million bushels,",e
wasde1020.xls,WASDE - 605,OILSEEDS,"With smaller supplies and increased exports, ending stocks are projected at 290 million bushels, down 170 million from last month.",E,down 170 million from last month.,e
wasde0724.xls,WASDE - 650,SUGAR,"With some small exports to other countries, the decrease in exports to the United States of 348,325 MT obviates the need for imports in 2024/25 except for 25,000 MT imported for IMMEX.",P,"With some small exports to other countries,",e
wasde0724.xls,WASDE - 650,SUGAR,"With some small exports to other countries, the decrease in exports to the United States of 348,325 MT obviates the need for imports in 2024/25 except for 25,000 MT imported for IMMEX.",C,"the decrease in exports to the United States of 348,325 MT obviates the need for imports in 2024/25",c
wasde0724.xls,WASDE - 650,SUGAR,"With some small exports to other countries, the decrease in exports to the United States of 348,325 MT obviates the need for imports in 2024/25 except for 25,000 MT imported for IMMEX.",E,"except for 25,000 MT imported for IMMEX.",e
wasde0320.xls,WASDE - 598,OILSEEDS,"With soybean crush and exports projected at 2.1 billion bushels and 1.8 billion bushels, respectively, ending stocks remain at 425 million bushels, down 484 million from last year’s record.",E,"With soybean crush and exports projected at 2.1 billion bushels and 1.8 billion bushels, respectively,",e
wasde0320.xls,WASDE - 598,OILSEEDS,"With soybean crush and exports projected at 2.1 billion bushels and 1.8 billion bushels, respectively, ending stocks remain at 425 million bushels, down 484 million from last year’s record.",C,"ending stocks remain at 425 million bushels,",e
wasde0320.xls,WASDE - 598,OILSEEDS,"With soybean crush and exports projected at 2.1 billion bushels and 1.8 billion bushels, respectively, ending stocks remain at 425 million bushels, down 484 million from last year’s record.",E,down 484 million from last year’s record.,e
wasde0321.xls,WASDE - 610,OILSEEDS,"With soybean crush and exports projected at 2.20 billion bushels and 2.25 billion bushels, respectively, ending stocks remain at 120 million bushels, down 405 million from last year’s record.",E,"With soybean crush and exports projected at 2.20 billion bushels and 2.25 billion bushels, respectively,",e
wasde0321.xls,WASDE - 610,OILSEEDS,"With soybean crush and exports projected at 2.20 billion bushels and 2.25 billion bushels, respectively, ending stocks remain at 120 million bushels, down 405 million from last year’s record.",C,"ending stocks remain at 120 million bushels,",e
wasde0321.xls,WASDE - 610,OILSEEDS,"With soybean crush and exports projected at 2.20 billion bushels and 2.25 billion bushels, respectively, ending stocks remain at 120 million bushels, down 405 million from last year’s record.",E,down 405 million from last year’s record.,e
wasde0920.xls,WASDE - 604,OILSEEDS,"With soybean crush and exports unchanged, ending stocks are projected at 460 million bushels, down 150 million from last month.",P,"With soybean crush and exports unchanged,",e
wasde0920.xls,WASDE - 604,OILSEEDS,"With soybean crush and exports unchanged, ending stocks are projected at 460 million bushels, down 150 million from last month.",C,"ending stocks are projected at 460 million bushels,",e
wasde0920.xls,WASDE - 604,OILSEEDS,"With soybean crush and exports unchanged, ending stocks are projected at 460 million bushels, down 150 million from last month.",E,down 150 million from last month.,e
wasde0220.xls,WASDE - 597,OILSEEDS,"With soybean crush unchanged, soybean ending stocks are reduced 50 million bushels to 425 million.",P,"With soybean crush unchanged,",e
wasde0220.xls,WASDE - 597,OILSEEDS,"With soybean crush unchanged, soybean ending stocks are reduced 50 million bushels to 425 million.",C,soybean ending stocks are reduced 50 million bushels to 425 million.,e
wasde0821.xls,WASDE - 615,OILSEEDS,"With soybean exports down 20 million bushels on lower supplies, ending stocks are forecast at 155 million bushels, unchanged from last month.",P,"With soybean exports down 20 million bushels on lower supplies,",e
wasde0821.xls,WASDE - 615,OILSEEDS,"With soybean exports down 20 million bushels on lower supplies, ending stocks are forecast at 155 million bushels, unchanged from last month.",C,"ending stocks are forecast at 155 million bushels,",e
wasde0821.xls,WASDE - 615,OILSEEDS,"With soybean exports down 20 million bushels on lower supplies, ending stocks are forecast at 155 million bushels, unchanged from last month.",C,unchanged from last month.,e
wasde0223.xls,WASDE - 633,OILSEEDS,"With soybean exports unchanged, ending stocks are forecast at 225 million bushels, up 15 million.",P,"With soybean exports unchanged,",e
wasde0223.xls,WASDE - 633,OILSEEDS,"With soybean exports unchanged, ending stocks are forecast at 225 million bushels, up 15 million.",C,"ending stocks are forecast at 225 million bushels,",e
wasde0223.xls,WASDE - 633,OILSEEDS,"With soybean exports unchanged, ending stocks are forecast at 225 million bushels, up 15 million.",E,up 15 million.,e
wasde0222.xls,WASDE - 621,OILSEEDS,"With soybean exports unchanged, ending stocks are reduced 25 million bushels to 325 million.",P,"With soybean exports unchanged,",e
wasde0222.xls,WASDE - 621,OILSEEDS,"With soybean exports unchanged, ending stocks are reduced 25 million bushels to 325 million.",C,ending stocks are reduced 25 million bushels to 325 million.,e
wasde0920.xls,WASDE - 604,RICE,"With supplies down and global utilization virtually unchanged, global ending stocks are lowered 0.4 million tons to 184.8 million but remain record large.",P,With supplies down,e
wasde0920.xls,WASDE - 604,RICE,"With supplies down and global utilization virtually unchanged, global ending stocks are lowered 0.4 million tons to 184.8 million but remain record large.",P,"and global utilization virtually unchanged,",e
wasde0920.xls,WASDE - 604,RICE,"With supplies down and global utilization virtually unchanged, global ending stocks are lowered 0.4 million tons to 184.8 million but remain record large.",C,global ending stocks are lowered 0.4 million tons to 184.8 million,e
wasde0920.xls,WASDE - 604,RICE,"With supplies down and global utilization virtually unchanged, global ending stocks are lowered 0.4 million tons to 184.8 million but remain record large.",C,but remain record large.,c
wasde0320.xls,WASDE - 598,RICE,"With supplies higher and use revised down this month, global ending stocks are raised 4.2 million tons.",P,With supplies higher,e
wasde0320.xls,WASDE - 598,RICE,"With supplies higher and use revised down this month, global ending stocks are raised 4.2 million tons.",P,"and use revised down this month,",e
wasde0320.xls,WASDE - 598,RICE,"With supplies higher and use revised down this month, global ending stocks are raised 4.2 million tons.",C,global ending stocks are raised 4.2 million tons.,e
wasde0720.xls,WASDE - 602,RICE,"With supplies rising more than use, global 2020/21 ending stocks are a record high 185.8 million tons with China and India respectively holding 63 percent and 21 percent.",P,"With supplies rising more than use,",p
wasde0720.xls,WASDE - 602,RICE,"With supplies rising more than use, global 2020/21 ending stocks are a record high 185.8 million tons with China and India respectively holding 63 percent and 21 percent.",C,global 2020/21 ending stocks are a record high 185.8 million tons,e
wasde0720.xls,WASDE - 602,RICE,"With supplies rising more than use, global 2020/21 ending stocks are a record high 185.8 million tons with China and India respectively holding 63 percent and 21 percent.",E,with China and India respectively holding 63 percent and 21 percent.,e
wasde0423.xls,WASDE - 635,COARSE GRAINS,"With supply and use falling by the same amount, ending stocks are unchanged at 1.342 billion bushels.",P,"With supply and use falling by the same amount,",e
wasde0423.xls,WASDE - 635,COARSE GRAINS,"With supply and use falling by the same amount, ending stocks are unchanged at 1.342 billion bushels.",C,ending stocks are unchanged at 1.342 billion bushels.,e
wasde0823.xls,WASDE - 639,COARSE GRAINS,"With supply declining more than use, ending stocks are lowered 60 million bushels to 2.2 billion.",P,"With supply declining more than use,",e
wasde0823.xls,WASDE - 639,COARSE GRAINS,"With supply declining more than use, ending stocks are lowered 60 million bushels to 2.2 billion.",C,ending stocks are lowered 60 million bushels to 2.2 billion.,e
wasde0720.xls,WASDE - 602,COARSE GRAINS,"With supply declining more than use, stocks are lowered 675 million bushels to 2.6 billion.",P,"With supply declining more than use,",e
wasde0720.xls,WASDE - 602,COARSE GRAINS,"With supply declining more than use, stocks are lowered 675 million bushels to 2.6 billion.",C,stocks are lowered 675 million bushels to 2.6 billion.,e
wasde0123.xls,WASDE - 632,COARSE GRAINS,"With supply falling more than use, 2022/23 corn stocks are lowered 15 million bushels.",P,"With supply falling more than use,",e
wasde0123.xls,WASDE - 632,COARSE GRAINS,"With supply falling more than use, 2022/23 corn stocks are lowered 15 million bushels.",C,2022/23 corn stocks are lowered 15 million bushels.,e
wasde0920.xls,WASDE - 604,COARSE GRAINS,"With supply falling more than use, corn ending stocks are lowered 253 million bushels from last month.",P,"With supply falling more than use,",e
wasde0920.xls,WASDE - 604,COARSE GRAINS,"With supply falling more than use, corn ending stocks are lowered 253 million bushels from last month.",C,corn ending stocks are lowered 253 million bushels from last month.,e
wasde1022.xls,WASDE - 629,COARSE GRAINS,"With supply falling more than use, corn ending stocks for 2022/23 are cut 47 million bushels.",P,"With supply falling more than use,",p
wasde1022.xls,WASDE - 629,COARSE GRAINS,"With supply falling more than use, corn ending stocks for 2022/23 are cut 47 million bushels.",C,corn ending stocks for 2022/23 are cut 47 million bushels.,e
wasde1023.xls,WASDE - 641,COARSE GRAINS,"With supply falling more than use, corn ending stocks for 2023/24 are lowered 110 million bushels.",P,"With supply falling more than use,",p
wasde1023.xls,WASDE - 641,COARSE GRAINS,"With supply falling more than use, corn ending stocks for 2023/24 are lowered 110 million bushels.",C,corn ending stocks for 2023/24 are lowered 110 million bushels.,c
wasde0121.xls,WASDE - 608,COARSE GRAINS,"With supply falling more than use, corn stocks are lowered 150 million bushels to 1.552 billion.",P,"With supply falling more than use,",e
wasde0121.xls,WASDE - 608,COARSE GRAINS,"With supply falling more than use, corn stocks are lowered 150 million bushels to 1.552 billion.",C,corn stocks are lowered 150 million bushels to 1.552 billion.,e
wasde0125.xls,WASDE - 656,COARSE GRAINS,"With supply falling more than use, corn stocks are lowered 198 million bushels.",P,"With supply falling more than use,",e
wasde0125.xls,WASDE - 656,COARSE GRAINS,"With supply falling more than use, corn stocks are lowered 198 million bushels.",C,corn stocks are lowered 198 million bushels.,e
wasde0922.xls,WASDE - 628,COARSE GRAINS,"With supply falling more than use, ending stocks are down 169 million bushels to 1.2 billion.",P,"With supply falling more than use,",e
wasde0922.xls,WASDE - 628,COARSE GRAINS,"With supply falling more than use, ending stocks are down 169 million bushels to 1.2 billion.",C,ending stocks are down 169 million bushels to 1.2 billion.,e
wasde0821.xls,WASDE - 615,COARSE GRAINS,"With supply falling more than use, ending stocks are down 190 million bushels to 1.2 billion.",P,"With supply falling more than use,",e
wasde0821.xls,WASDE - 615,COARSE GRAINS,"With supply falling more than use, ending stocks are down 190 million bushels to 1.2 billion.",C,ending stocks are down 190 million bushels to 1.2 billion.,e
wasde0822.xls,WASDE - 627,COARSE GRAINS,"With supply falling more than use, ending stocks are lowered 82 million bushels to 1.4 billion.",P,"With supply falling more than use,",p
wasde0822.xls,WASDE - 627,COARSE GRAINS,"With supply falling more than use, ending stocks are lowered 82 million bushels to 1.4 billion.",C,ending stocks are lowered 82 million bushels to 1.4 billion.,e
wasde0824.xls,WASDE - 651,COARSE GRAINS,"With supply rising less than use, ending stocks are down 24 million bushels to 2.1 billion.",P,"With supply rising less than use,",e
wasde0824.xls,WASDE - 651,COARSE GRAINS,"With supply rising less than use, ending stocks are down 24 million bushels to 2.1 billion.",C,ending stocks are down 24 million bushels to 2.1 billion.,e
wasde0124.xls,WASDE - 644,COARSE GRAINS,"With supply rising more than use, 2023/24 corn stocks are up 31 million bushels.",P,"With supply rising more than use,",p
wasde0124.xls,WASDE - 644,COARSE GRAINS,"With supply rising more than use, 2023/24 corn stocks are up 31 million bushels.",C,2023/24 corn stocks are up 31 million bushels.,e
wasde1122.xls,WASDE - 630,COARSE GRAINS,"With supply rising more than use, corn ending stocks are raised 10 million bushels.",P,"With supply rising more than use,",p
wasde1122.xls,WASDE - 630,COARSE GRAINS,"With supply rising more than use, corn ending stocks are raised 10 million bushels.",C,corn ending stocks are raised 10 million bushels.,c
wasde1123.xls,WASDE - 642,COARSE GRAINS,"With supply rising more than use, corn ending stocks are up 45 million bushels to 2.2 billion.",P,"With supply rising more than use,",p
wasde1123.xls,WASDE - 642,COARSE GRAINS,"With supply rising more than use, corn ending stocks are up 45 million bushels to 2.2 billion.",C,corn ending stocks are up 45 million bushels to 2.2 billion.,e
wasde0921.xls,WASDE - 616,COARSE GRAINS,"With supply rising more than use, ending stocks are increased 166 million bushels to 1.4 billion.",P,"With supply rising more than use,",e
wasde0921.xls,WASDE - 616,COARSE GRAINS,"With supply rising more than use, ending stocks are increased 166 million bushels to 1.4 billion.",C,ending stocks are increased 166 million bushels to 1.4 billion.,e
wasde0721.xls,WASDE - 614,COARSE GRAINS,"With supply rising more than use, ending stocks are up 75 million bushels.",P,"With supply rising more than use,",e
wasde0721.xls,WASDE - 614,COARSE GRAINS,"With supply rising more than use, ending stocks are up 75 million bushels.",C,ending stocks are up 75 million bushels.,e
wasde0224.xls,WASDE - 645,SUGAR,"With the change in use greater than the reduction in supply, ending stocks increase by 51,608 STRV to 1.805 million for a stocks-to-use ratio of 14.2 percent, up from 13.7 percent last month.",P,"With the change in use greater than the reduction in supply,",p
wasde0224.xls,WASDE - 645,SUGAR,"With the change in use greater than the reduction in supply, ending stocks increase by 51,608 STRV to 1.805 million for a stocks-to-use ratio of 14.2 percent, up from 13.7 percent last month.",C,"ending stocks increase by 51,608 STRV to 1.805 million",e
wasde0224.xls,WASDE - 645,SUGAR,"With the change in use greater than the reduction in supply, ending stocks increase by 51,608 STRV to 1.805 million for a stocks-to-use ratio of 14.2 percent, up from 13.7 percent last month.",E,"for a stocks-to-use ratio of 14.2 percent,",e
wasde0224.xls,WASDE - 645,SUGAR,"With the change in use greater than the reduction in supply, ending stocks increase by 51,608 STRV to 1.805 million for a stocks-to-use ratio of 14.2 percent, up from 13.7 percent last month.",E,up from 13.7 percent last month.,e
wasde0423.xls,WASDE - 635,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected higher, while Class IV prices are projected lower.",P,"With the changes in component prices,",p
wasde0423.xls,WASDE - 635,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected higher, while Class IV prices are projected lower.",C,"Class III prices are projected higher,",c
wasde0423.xls,WASDE - 635,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected higher, while Class IV prices are projected lower.",C,while Class IV prices are projected lower.,c
wasde0323.xls,WASDE - 634,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected lower, while Class IV prices are projected higher.",P,"With the changes in component prices,",p
wasde0323.xls,WASDE - 634,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected lower, while Class IV prices are projected higher.",C,"Class III prices are projected lower,",c
wasde0323.xls,WASDE - 634,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in component prices, Class III prices are projected lower, while Class IV prices are projected higher.",C,while Class IV prices are projected higher.,c
wasde0624.xls,WASDE - 649,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in product prices, Class III and Class IV prices are raised.",P,"With the changes in product prices,",p
wasde0624.xls,WASDE - 649,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in product prices, Class III and Class IV prices are raised.",C,Class III and Class IV prices are raised.,c
wasde0623.xls,WASDE - 637,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in product prices, the Class III price is lowered, and the Class IV price is raised.",P,"With the changes in product prices,",e
wasde0623.xls,WASDE - 637,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in product prices, the Class III price is lowered, and the Class IV price is raised.",C,"the Class III price is lowered,",e
wasde0623.xls,WASDE - 637,"LIVESTOCK, POULTRY, AND DAIRY","With the changes in product prices, the Class III price is lowered, and the Class IV price is raised.",C,and the Class IV price is raised.,e
wasde0724.xls,WASDE - 650,SUGAR,"With the end of beet slicing in all regions except California, USDA has adopted beet processor estimates of production from slice at 4.882 million STRV.",P,"With the end of beet slicing in all regions except California,",e
wasde0724.xls,WASDE - 650,SUGAR,"With the end of beet slicing in all regions except California, USDA has adopted beet processor estimates of production from slice at 4.882 million STRV.",C,USDA has adopted beet processor estimates of production from slice at 4.882 million STRV.,e
wasde0422.xls,WASDE - 623,"LIVESTOCK, POULTRY, AND DAIRY","With the higher cheese price more than offsetting a lower whey price, the Class III price is raised.",P,"With the higher cheese price more than offsetting a lower whey price,",p
wasde0422.xls,WASDE - 623,"LIVESTOCK, POULTRY, AND DAIRY","With the higher cheese price more than offsetting a lower whey price, the Class III price is raised.",C,the Class III price is raised.,c
wasde0921.xls,WASDE - 616,SUGAR,"With the increase, the overall 2020/21 raw sugar TRQ is 1,207,295 MTRV.",P,"With the increase,",p
wasde0921.xls,WASDE - 616,SUGAR,"With the increase, the overall 2020/21 raw sugar TRQ is 1,207,295 MTRV.",C,"the overall 2020/21 raw sugar TRQ is 1,207,295 MTRV.",e
wasde0920.xls,WASDE - 604,RICE,"With the increased supplies, domestic and residual use and exports are each raised 2.0 million cwt, all long grain.",P,"With the increased supplies,",p
wasde0920.xls,WASDE - 604,RICE,"With the increased supplies, domestic and residual use and exports are each raised 2.0 million cwt, all long grain.",C,"domestic and residual use and exports are each raised 2.0 million cwt,",e
wasde0920.xls,WASDE - 604,RICE,"With the increased supplies, domestic and residual use and exports are each raised 2.0 million cwt, all long grain.",E,all long grain.,e
wasde0723.xls,WASDE - 638,OILSEEDS,"With the offsetting changes compared to the proposal in 2024, there is no change to soybean oil used for biofuel for 2023/24 this month.",P,"With the offsetting changes compared to the proposal in 2024,",p
wasde0723.xls,WASDE - 638,OILSEEDS,"With the offsetting changes compared to the proposal in 2024, there is no change to soybean oil used for biofuel for 2023/24 this month.",C,there is no change to soybean oil used for biofuel for 2023/24 this month.,c
wasde0223.xls,WASDE - 633,SUGAR,"With the sugar campaign ended, USDA contacted mills regarding final crop year production.",P,"With the sugar campaign ended,",e
wasde0223.xls,WASDE - 633,SUGAR,"With the sugar campaign ended, USDA contacted mills regarding final crop year production.",E,USDA contacted mills regarding final crop year production.,e
wasde0720.xls,WASDE - 602,OILSEEDS,"With these changes, China’s year-over-year soybean meal domestic disappearance growth remains at 7 percent.",P,"With these changes,",p
wasde0720.xls,WASDE - 602,OILSEEDS,"With these changes, China’s year-over-year soybean meal domestic disappearance growth remains at 7 percent.",C,China’s year-over-year soybean meal domestic disappearance growth remains at 7 percent.,e
wasde0822.xls,WASDE - 627,RICE,"With these declines, 2022/23 world production is forecast only slightly below the previous year’s record high.",P,"With these declines,",p
wasde0822.xls,WASDE - 627,RICE,"With these declines, 2022/23 world production is forecast only slightly below the previous year’s record high.",C,2022/23 world production is forecast only slightly below the previous year’s record high.,e
wasde1220.xls,WASDE - 607,WHEAT,"With this month’s production changes, Australia, Canada, and Russia all have their second largest wheat production on record.",P,"With this month’s production changes,",e
wasde1220.xls,WASDE - 607,WHEAT,"With this month’s production changes, Australia, Canada, and Russia all have their second largest wheat production on record.",E,"Australia, Canada, and Russia all have their second largest wheat production on record.",e
wasde0724.xls,WASDE - 650,"LIVESTOCK, POULTRY, AND DAIRY","With tighter milk supplies, the stronger prices forecast for 2024 are expected to carry over into 2025.",P,"With tighter milk supplies,",p
wasde0724.xls,WASDE - 650,"LIVESTOCK, POULTRY, AND DAIRY","With tighter milk supplies, the stronger prices forecast for 2024 are expected to carry over into 2025.",C,the stronger prices forecast for 2024 are expected to carry over into 2025.,c
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,COARSE GRAINS,"With total U.S. corn supply falling more than use, 2022/23 U.S. ending stocks are down 80 million bushels from last year.",P,"With total U.S. corn supply falling more than use,",e
